CODE_COM;APL_EHPA;APL_RA;APL_SAPA
43144;123046.29;128.16;1414.77
43147;105718.57;95.55;1753.0
43156;80477.29;0.0;395.09
43170;120461.7;95.55;975.29
43182;33893.43;0.0;1890.57
43184;133827.31;717.43;1526.68
43197;96261.91;225.63;1826.97
43204;47791.11;0.0;1003.35
43229;141551.97;225.63;2913.53
43239;75463.65;97.47;862.07
43245;92998.91;0.0;767.8
43251;173023.5;225.63;2131.99
43253;106431.11;0.0;773.64
43254;125921.66;225.63;2038.81
43258;112029.18;95.55;1260.57
44007;103552.26;61.23;850.3
44008;80945.32;339.62;529.61
44012;127895.59;123.77;93.07
44017;86932.0;174.31;138.75
44033;124535.36;464.3;381.45
44043;148346.05;602.97;1259.51
44048;110022.39;339.62;471.74
44070;170401.74;560.29;2392.3
44071;152168.52;560.29;2372.7
44084;126675.8;403.71;1078.83
44085;119566.54;407.04;38.84
44090;103316.32;146.63;46.52
44112;138434.97;1075.74;712.43
44113;99710.35;0.0;202.74
44114;153879.46;455.06;2313.76
44121;78194.41;0.0;8.89
44129;158188.91;506.48;1094.89
44131;106733.39;123.77;93.07
44164;115212.57;55.46;96.09
44174;108849.21;134.47;640.4
45037;59396.92;313.7;887.88
45046;100101.13;490.61;1023.82
45056;92836.73;232.53;280.38
45107;73248.56;152.21;342.06
45110;62268.06;307.99;783.29
45134;51795.04;81.4;166.97
45144;75726.13;537.29;704.77
45150;97389.19;280.3;1265.13
45173;80271.51;618.69;1187.92
45200;46014.08;155.98;48.67
45205;118124.58;548.95;1628.68
45223;71819.6;357.95;502.96
45260;79463.91;183.57;699.43
45262;58018.31;81.4;2624.96
45263;52570.21;236.72;701.65
45315;96027.41;0.0;267.04
46004;115784.29;1314.39;815.06
46040;29570.06;176.81;0.0
46056;68265.84;230.56;1287.08
46061;92911.37;747.88;1575.98
46069;42496.75;421.64;1122.17
46072;67789.66;215.61;616.04
46086;83684.57;1088.35;1746.93
46087;90020.33;215.61;917.6
46128;124571.89;1294.97;760.6
46167;40650.86;176.81;249.22
46198;42267.41;230.56;1287.08
46247;58216.54;138.94;477.18
46255;93756.53;376.43;1195.51
46301;75622.41;1419.11;1423.74
46302;91050.71;508.79;239.08
46304;78188.01;1006.96;1090.89
47005;80955.33;1117.69;1111.15
47094;107475.92;825.57;1798.83
47241;76257.98;0.0;1369.91
47245;49672.31;733.49;491.64
47259;60028.06;0.0;902.34
47280;73687.58;326.4;2260.77
47305;46499.17;736.42;1256.59
47309;84748.06;760.31;1563.75
47310;113672.88;558.92;1587.82
48007;93866.19;0.0;0.0
48033;99237.89;0.0;200.95
48057;111039.66;779.31;1376.91
48065;104079.1;0.0;0.0
48068;116303.3;779.31;1444.22
48071;122337.14;0.0;0.0
48098;22738.24;0.0;0.0
48104;206827.66;0.0;53.57
48115;25890.83;0.0;0.0
48121;94610.24;0.0;0.0
48122;96654.63;779.31;68.11
48129;160763.98;0.0;124.23
48131;128299.47;794.51;1253.11
48151;120165.04;0.0;25.3
48168;48193.69;0.0;67.31
48171;9100.14;0.0;0.0
48181;112938.81;0.0;268.26
49001;142482.15;1539.28;1415.8
49007;190042.63;2308.13;1071.37
49015;149645.46;2041.65;1279.2
49017;72458.52;191.21;852.66
49018;118690.5;1204.68;659.62
49023;125007.8;1040.93;1148.47
49027;143649.71;950.45;1038.87
49049;102452.83;1032.73;616.9
49053;116667.33;748.2;903.11
49066;144924.21;443.15;574.14
49067;96376.81;462.48;561.57
49094;78936.32;627.84;509.97
49100;101838.33;288.18;851.36
49101;91838.05;878.83;590.44
49102;94201.15;507.23;1273.31
49108;94333.7;776.42;502.72
49117;119559.12;1863.67;1052.51
49169;124998.06;847.91;809.51
49179;121619.31;1045.93;967.77
49187;114346.72;1119.98;789.65
49190;100608.55;500.99;564.23
49211;113134.74;173.26;1404.24
49214;125604.47;1950.6;1268.19
49222;137824.15;1391.68;1155.54
49250;140535.31;1184.16;874.8
49253;111951.53;748.2;1569.55
49263;119861.68;985.99;740.47
49271;114057.18;2140.75;1371.53
49272;111539.04;714.02;692.58
49305;88954.18;769.86;707.25
49307;114294.36;1793.48;722.7
49334;116991.19;1628.05;688.65
49337;96574.65;1882.82;1297.08
49346;88298.14;803.84;477.79
49352;122331.04;833.13;802.99
49370;77840.93;365.63;535.14
49377;138365.01;2169.86;1329.01
50001;75986.1;1081.83;1026.6
50020;24686.28;81.37;0.0
50040;97038.0;1351.72;277.09
50045;70213.26;1466.06;1026.48
50049;61116.63;949.15;39.12
50050;83669.72;1065.96;9304.56
50087;103428.8;1620.5;1026.6
50099;118057.91;625.63;228.18
50118;117198.61;994.44;1539.91
50133;116979.37;728.2;70.97
50137;125064.26;1574.2;1640.95
50146;109630.58;791.68;1015.21
50152;73468.87;815.87;808.58
50158;92505.99;1345.64;909.62
50161;94545.04;326.63;9299.63
50167;76667.12;391.47;1533.47
50172;102468.16;1243.71;84.5
50176;70029.43;1786.72;0.0
50191;69902.73;533.09;0.0
50195;99653.99;1351.72;277.09
50202;113638.18;1065.96;9304.56
50206;86786.03;1005.65;808.58
50237;90318.34;691.14;1533.47
50240;76116.21;1466.06;1026.6
50260;96020.02;815.87;50.43
50365;109421.45;658.83;4287.35
50398;89235.93;368.91;9260.55
50417;80186.27;755.3;0.12
50503;58257.95;889.25;39.12
50521;109967.59;1220.41;916.06
50538;113482.24;368.91;9471.63
50549;114943.71;691.14;1533.47
51032;78473.58;0.0;866.99
51050;90923.64;0.0;680.82
51071;37083.71;0.0;63.12
51074;52456.79;2456.34;1179.76
51077;62043.25;1889.19;1275.1
51108;119038.25;974.96;924.75
51109;103427.56;1889.19;1305.68
51118;112882.1;1889.19;1404.14
51121;59854.38;246.35;672.48
51135;62338.21;0.0;284.85
51153;117404.99;615.07;614.04
51157;63740.47;0.0;943.42
51236;87865.94;430.25;851.23
51240;70228.4;1671.63;1190.24
51244;59616.75;1563.38;1622.0
51249;36148.65;110.86;324.88
51255;55448.3;234.27;973.63
51267;68028.29;1889.19;1079.11
51290;62622.26;1168.36;1190.24
51292;40473.79;735.83;1466.29
51293;55896.92;2456.34;1859.81
51294;79028.19;1889.19;1213.95
51305;68283.26;1889.19;1109.72
51323;80815.76;0.0;1169.44
51328;99780.89;901.97;1151.4
51331;91984.11;2467.91;1684.62
18073;75306.56;0.0;351.65
18083;88533.14;1014.55;375.33
18122;65568.31;356.75;2233.92
18139;91257.83;568.33;1144.28
18150;96561.07;176.52;697.04
18191;77563.24;0.0;535.41
18214;91508.73;176.52;697.04
18233;126561.81;147.88;489.5
18247;78830.67;541.29;2018.86
18249;68883.18;1080.06;170.9
19030;70494.94;676.59;1711.07
19073;127614.75;295.48;1313.74
19146;137025.58;217.34;3350.92
19176;118996.7;217.34;3276.46
19182;78735.22;676.59;1509.98
19212;59151.25;0.0;1001.23
19234;117650.69;893.93;3873.32
19259;95944.27;248.3;1800.36
21023;90010.07;1332.35;787.05
21056;71151.05;22.83;1673.07
21064;131788.22;0.0;1087.11
21068;58586.69;1332.35;787.05
21096;48135.94;0.0;692.07
21143;68853.82;0.0;86.89
21148;57060.04;0.0;539.48
21152;56019.94;450.29;892.77
21165;77725.03;369.46;0.0
21190;92590.85;598.97;399.93
21203;105222.8;0.0;94.92
21220;34588.25;0.0;692.07
21222;66518.86;450.29;787.05
21224;118116.78;0.0;392.01
54348;49921.15;300.87;957.03
54517;55778.68;279.29;514.88
54525;76972.19;1480.32;1937.04
54545;65654.58;0.0;505.8
54550;72440.71;1230.8;512.42
54551;47249.03;1165.11;665.15
54555;65449.38;1240.23;323.21
54570;52744.73;127.78;13.84
54574;72750.73;1264.6;1645.68
55058;77180.47;273.83;929.1
55242;69778.65;1317.13;2601.03
55286;120976.33;1325.43;1765.95
55313;90393.66;0.0;1090.52
55330;67731.66;273.83;917.29
55348;75312.58;125.0;1103.91
55359;62101.48;125.0;714.44
55406;69105.94;544.62;1914.09
55414;45196.58;703.89;346.51
55416;137329.53;1325.43;3418.33
55430;70256.09;125.0;852.09
58160;134502.28;420.46;1182.24
58185;41523.99;882.06;681.29
58191;79841.46;0.0;521.83
58210;67166.71;0.0;1259.28
58220;94653.47;353.44;95.03
58222;139244.55;0.0;510.29
58243;65930.81;487.92;716.55
58246;101495.62;0.0;326.15
58257;82567.1;0.0;289.25
58286;96443.51;0.0;1032.12
58287;77498.21;0.0;36.9
58308;84510.98;0.0;727.05
59079;108540.86;540.71;1227.06
59089;97480.09;1334.49;2596.18
59106;92158.27;1178.5;925.02
59118;105667.27;232.56;2256.32
59130;98637.37;1784.13;2681.27
59142;104994.62;415.27;881.49
59144;65891.6;469.48;1035.67
59145;112091.76;1489.18;1893.2
59162;100206.11;1302.25;2596.18
59173;97856.87;1183.64;639.76
59178;110233.87;774.71;1561.37
59226;76179.38;818.31;810.62
59266;94864.54;1155.94;1623.6
59271;85692.32;762.18;1659.9
59284;118520.51;647.45;1454.84
59302;120399.93;629.39;1379.61
59308;105322.26;883.94;1689.52
59317;111074.8;1073.51;1011.17
59319;86572.36;716.1;1747.23
59320;112950.77;1471.32;1559.81
59331;89781.92;122.76;525.28
59338;94485.93;1291.35;2782.55
59339;98641.62;1063.97;614.72
59344;100979.91;415.27;1688.61
59356;122562.97;1242.91;686.74
59359;87925.04;1348.86;1974.95
59361;129967.27;797.5;2434.36
59378;135047.85;1269.21;691.83
59382;101403.92;72.46;2306.85
59405;74057.86;143.14;1135.2
59408;84846.59;859.09;1813.16
59415;100621.73;427.94;1489.59
59425;73763.97;144.46;774.81
59431;110634.67;891.89;1143.39
59439;83966.81;264.54;877.99
59445;108624.83;453.34;800.75
59451;120207.03;795.04;823.46
59452;102108.94;1235.98;1849.56
59453;101128.18;1400.37;2962.28
59454;99630.86;757.46;1635.06
59455;81331.76;516.62;1689.49
59458;90534.15;1249.94;1461.58
59472;94500.32;286.1;793.47
59481;112015.62;515.14;968.64
59483;61033.81;364.97;881.49
59484;81897.54;469.48;745.94
59486;102176.52;807.42;1854.66
59488;98160.78;442.22;1497.08
59489;85058.8;721.39;1556.07
59496;77787.27;160.1;412.93
59501;99551.06;631.26;2147.11
59514;101746.99;415.27;881.49
59522;86238.05;1049.26;612.53
59529;70489.23;264.54;1682.23
59532;88872.57;1348.86;1991.81
59535;66335.47;262.99;857.58
59536;101890.21;776.36;1644.62
59545;86032.19;72.46;1420.95
59559;99240.81;634.5;745.94
59569;112988.35;875.19;1371.92
59571;102360.38;356.71;1491.82
59579;98031.89;765.04;2039.55
59613;89055.36;469.48;889.51
59633;84441.11;453.34;800.75
59634;112715.47;883.94;1594.16
59654;109733.35;750.49;1368.42
59667;96623.71;1325.93;2953.7
59670;91563.73;1181.74;1589.4
60008;82597.78;1932.08;588.58
60014;56219.53;713.59;61.24
60028;60869.66;1088.89;457.23
60029;75860.89;2287.14;1466.66
60043;114836.75;554.57;844.17
60046;69589.55;355.41;267.13
60050;76920.35;1333.74;720.42
60082;81163.53;682.82;1799.86
60128;47420.26;801.87;919.93
60133;66868.92;1415.61;728.31
60158;73048.9;404.13;61.24
60171;100848.47;481.95;1065.53
60173;51555.82;1286.84;72.29
60182;111935.67;1462.79;1933.37
60187;52933.35;1874.91;1121.86
60191;104428.79;1013.66;1391.42
60229;72588.54;1137.99;715.56
60246;58238.81;1276.04;601.31
60254;65706.06;957.97;906.93
60271;71142.48;1516.11;2108.33
60277;84687.55;1995.47;1322.49
60288;88280.95;1477.89;2039.18
60292;75390.66;699.3;769.78
60303;75395.49;580.69;327.85
60309;57296.76;1586.86;627.47
60311;51804.55;595.96;551.09
60316;54599.43;1173.76;510.51
60337;78779.52;599.55;715.56
60339;76965.98;1472.82;1462.32
60343;36091.43;1094.64;333.5
60367;65379.55;940.81;252.3
60387;101219.38;1716.58;1790.17
60401;41013.42;1530.94;544.17
60409;83927.06;1458.13;152.09
60433;45911.09;1155.18;567.34
60445;128635.55;758.03;976.82
60456;61500.1;712.29;169.92
60463;89742.27;1544.85;539.35
60469;54296.1;1366.68;572.75
60471;139735.94;730.62;1179.68
60474;99685.16;205.81;875.17
60484;65168.9;1046.23;1790.17
60526;67049.04;765.05;61.24
60533;79593.18;813.27;827.91
60534;111435.02;547.28;791.13
60552;56754.21;533.14;276.08
60559;86485.84;1894.52;1383.73
60568;75089.21;1932.08;588.58
60585;63130.01;448.1;61.24
60595;68127.37;1050.2;61.24
60600;65928.75;1347.13;686.28
60640;47072.22;940.81;215.48
60654;76246.99;699.3;802.88
60657;111534.73;554.57;1002.44
60661;79207.52;670.34;516.65
60681;62127.96;2269.39;1425.33
60682;56822.37;1259.58;483.41
60694;54839.0;1626.97;1466.66
60700;91513.78;1818.6;1490.52
61003;80556.23;813.85;1106.23
61023;80371.11;972.23;581.7
61033;130684.55;590.16;1033.08
61046;97502.06;172.46;318.78
61054;81895.26;214.22;404.22
61060;94212.4;741.92;1022.73
61069;76364.36;950.24;1625.53
61077;137632.56;1221.29;1242.25
61078;128557.68;1044.36;1855.69
61092;105124.52;1007.34;1303.69
61110;70109.28;936.15;96.67
61124;121188.56;652.39;1704.95
61127;68681.24;972.23;319.97
61137;73777.53;552.67;1119.59
61141;103570.46;627.18;1150.52
61168;158260.73;652.39;1230.68
61180;63053.62;214.22;377.75
61196;128841.82;1057.83;1041.88
61206;91584.81;939.49;1310.13
61208;81989.52;797.19;1287.12
61222;106632.08;1473.75;1414.7
61225;76714.29;559.34;166.34
61227;91316.74;552.67;1430.56
61231;78390.58;502.54;1433.35
61259;73832.24;741.92;1022.73
61271;76822.73;1167.07;440.79
61272;79041.24;559.34;166.34
61280;114592.61;212.44;351.63
61285;89406.81;1096.87;496.5
61287;134229.96;1134.55;2096.37
61303;118475.9;1273.78;754.69
61305;96463.51;197.57;338.91
61308;78871.73;894.05;321.65
61326;136426.75;652.39;921.47
61343;70878.23;599.62;996.44
61361;101442.7;1446.72;1616.3
61363;82590.35;741.92;959.48
61376;113207.53;1029.26;1486.96
61389;109564.6;866.57;1106.59
61390;120734.22;1142.81;1053.1
61399;67691.32;1238.26;652.37
61404;113158.41;741.92;1164.85
61407;114436.69;1267.88;2156.12
61439;102897.49;711.06;747.49
61448;94558.76;417.97;459.37
61453;78114.47;1167.07;427.99
61455;98569.46;200.24;1016.98
61457;107405.4;797.19;1139.09
61466;141573.98;1375.01;1742.16
61478;86085.08;787.07;1859.41
61485;115763.62;214.22;627.59
61492;104797.18;1488.9;1005.1
61494;92561.6;1316.44;540.77
61502;94553.02;983.41;1233.05
62001;72465.24;784.68;1125.72
62003;97070.81;787.13;1552.12
62081;75323.28;222.84;926.37
62086;55342.18;324.54;2919.74
62095;55733.21;327.15;182.16
62101;87848.29;1013.85;26.37
62107;124734.2;1305.0;1967.42
62115;71748.48;295.56;1869.46
62116;80674.45;759.97;1158.53
62117;63765.35;217.65;490.96
62205;109021.63;970.33;1221.86
62209;82210.19;821.37;85.36
62212;96424.41;658.1;370.45
62278;101149.09;946.21;649.47
62285;77658.51;172.77;1241.43
62290;105436.39;971.65;1917.92
62295;69993.65;649.1;338.67
62300;86199.38;518.36;909.35
62303;58965.37;981.37;26.37
62306;78365.96;188.02;1201.55
62319;72254.02;511.81;1326.97
62325;68610.49;824.82;349.44
62354;66932.02;747.78;991.26
62358;91356.26;722.48;1546.11
62380;78034.52;908.93;672.22
62397;91161.82;944.83;1021.34
62404;69549.87;351.09;3440.86
62410;59853.58;141.72;490.96
62419;53280.41;405.12;1050.16
62426;72468.5;294.97;1114.46
62488;68021.24;644.96;762.39
62493;68309.87;217.65;483.83
62495;50865.67;263.16;501.32
62499;106341.97;981.9;780.5
62605;101045.55;1056.01;32.81
62614;86810.09;1171.03;1160.34
62627;84998.55;587.17;1475.56
62636;89541.6;1171.32;1414.95
62658;93650.5;1026.23;1641.32
62662;73954.78;994.5;1009.84
62665;75415.71;584.55;444.49
62666;101960.64;1104.99;1714.49
62686;78447.29;821.07;47.46
62692;56459.67;405.12;968.25
64099;55314.62;0.0;120.92
64107;31475.23;0.0;0.0
64174;56751.17;196.65;903.69
64186;70880.57;0.0;1577.72
64196;61540.41;175.68;1906.99
64205;100431.3;209.61;3069.83
64207;79736.95;539.1;3024.46
64210;45963.68;196.65;1267.53
64283;63011.48;0.0;1050.92
64288;89389.56;227.71;1943.01
64298;15928.79;0.0;0.0
64361;39362.15;420.79;1425.35
64373;105068.3;301.64;1571.34
64376;100602.46;227.71;1356.31
64382;43955.1;0.0;1079.2
64409;92028.1;539.1;2879.09
64421;77949.17;614.57;3278.81
64453;106748.46;318.56;1592.4
64458;105786.8;539.1;3799.85
64462;86620.6;272.01;1732.4
64466;70266.49;0.0;2552.75
64473;34495.68;0.0;205.68
64482;70633.98;442.24;1413.26
64504;56221.61;40.53;764.52
64505;79629.28;107.99;1394.09
65018;14315.75;0.0;0.0
65023;28040.76;0.0;0.0
65130;97905.2;175.68;1743.27
65144;58626.68;0.0;465.46
65151;75345.85;401.58;1302.99
65164;83359.63;112.3;941.03
65191;18659.85;0.0;67.6
65206;57656.86;112.3;1027.23
65264;76014.45;175.68;2014.22
65265;64480.7;112.3;1027.23
65292;81228.78;340.01;1775.58
65304;105482.1;175.68;1788.67
65308;50245.9;289.28;629.89
65312;93110.13;0.0;834.86
65319;113069.59;95.4;566.46
65329;39470.18;0.0;140.25
69386;137126.69;1283.85;1071.23
70043;71137.54;0.0;565.81
70087;71085.16;1393.76;3360.99
70089;35143.76;402.95;306.5
70114;75279.38;491.6;485.16
70135;41349.2;507.67;383.92
70137;78636.59;747.15;4615.14
70138;74703.63;1254.82;3534.79
70147;85837.93;371.27;1102.47
70160;108748.43;416.03;1140.67
70162;105147.63;961.25;3996.1
70170;80120.09;491.6;858.8
70175;48310.32;507.67;383.92
70227;44156.54;703.36;533.17
70292;81958.08;596.33;562.58
70296;46166.57;58.14;1098.28
70297;56883.98;402.95;746.22
70331;90052.44;0.0;813.61
70350;66594.43;507.67;756.19
70359;80004.06;305.45;785.46
70363;71498.78;1038.02;3615.45
70407;57739.12;831.39;1631.7
70545;70797.43;491.6;519.34
70548;55704.08;186.15;1163.93
71013;56291.63;213.22;570.75
71026;104591.37;854.45;1060.26
71033;106668.97;830.56;1326.61
71037;89047.02;533.04;2161.09
71040;129222.44;1795.81;2006.06
71079;99611.19;535.14;310.15
71080;68613.83;553.85;387.04
71091;68933.11;477.96;513.14
71103;84405.36;1795.81;265.55
71109;85960.71;598.97;398.04
71111;71369.89;1955.13;326.68
71132;93375.79;2090.31;1969.54
71137;111783.24;886.62;2513.31
71226;61194.63;617.02;408.09
71372;109308.85;881.82;1103.79
71391;80823.64;741.34;377.59
71400;84777.85;482.61;1952.45
71402;95668.46;854.45;1060.26
71403;93487.21;726.49;870.89
71535;92922.56;612.81;648.51
71537;61578.63;227.04;0.0
71538;91949.65;1025.58;1209.64
71563;66071.4;0.0;1819.2
71585;71644.08;537.04;808.73
72022;89387.74;1357.86;328.35
72035;109142.52;579.28;78.6
72043;111568.42;1000.82;1248.47
72044;88741.77;1152.44;381.95
72099;111447.26;994.81;3641.39
72129;104016.05;1022.31;2920.2
72163;71023.03;936.55;301.05
72168;98821.9;1646.99;282.73
72178;74009.68;750.04;222.88
72182;88570.3;1056.51;712.08
72190;152020.73;688.01;132.72
72237;84798.34;1345.85;184.71
72238;100077.23;1133.74;1575.25
72240;105050.27;333.0;78.6
72282;80574.83;498.1;713.01
72287;104579.15;811.22;3373.52
72303;69856.88;726.5;159.26
72310;121384.66;1006.51;2932.04
72348;86736.39;1311.68;3029.25
72350;93464.5;1034.66;3281.4
73061;95869.83;532.62;897.05
73084;112489.21;1149.72;694.76
73097;69125.54;410.15;539.47
73099;66196.66;548.26;184.3
73115;40278.19;432.55;0.0
73118;119504.7;1012.83;694.76
73147;54236.52;380.26;123.81
73162;77353.17;736.51;988.08
73168;37998.14;64.12;91.03
73180;65756.35;0.0;463.48
73224;90713.07;565.77;476.82
73234;15600.0;187.13;0.0
73244;21487.53;432.55;0.0
73247;77794.11;959.68;188.38
73252;46431.19;565.77;377.18
73262;19367.21;0.0;79.52
73292;88063.32;532.62;1224.31
73294;38204.84;257.73;473.09
73299;69637.64;380.26;160.07
73304;3622.01;0.0;0.0
73307;25510.52;0.0;99.63
73316;41799.99;354.66;121.42
73323;11745.36;0.0;0.0
73326;68832.33;695.85;604.41
73329;143480.99;751.91;915.16
74034;69465.71;195.31;745.1
74038;48272.6;0.0;561.23
74046;81018.28;406.32;1172.0
74052;56524.82;119.69;405.18
74055;81756.28;0.0;523.49
74079;59096.3;546.47;1584.55
74198;80678.05;426.92;912.2
74224;72397.37;408.46;805.69
74232;47759.05;487.25;527.53
74234;57498.17;468.5;1253.22
74306;62658.54;546.61;1086.54
74308;69424.54;407.42;1195.26
74310;89567.15;593.45;1097.82
75101;97041.52;1398.54;988.18
75102;90512.87;1348.29;931.32
75104;94806.92;1385.41;973.84
75109;97273.82;1426.43;963.08
75110;100795.64;1427.24;970.77
75111;96727.31;1417.12;953.88
75118;99784.55;1379.26;971.66
75120;97902.72;1346.35;921.7
76002;97483.3;3344.73;1465.68
76014;89641.59;2788.42;2439.14
76016;65482.78;1431.8;628.48
76022;68792.06;1878.36;1083.39
76027;62089.84;1726.51;2480.15
76029;53170.1;276.54;1456.0
76046;57297.57;1041.31;983.7
76050;68085.31;2386.34;1142.56
76062;99573.65;1828.46;2916.27
76065;64771.62;574.37;1606.13
76072;74433.55;1719.95;2047.12
76111;70271.57;1689.78;1033.17
76118;87975.71;3185.6;2430.94
76139;83895.11;570.55;1071.14
76141;89891.19;3225.53;2430.94
76146;88928.95;1481.69;2648.9
76151;63625.57;1654.64;612.7
76156;61100.58;1789.26;750.52
76175;68898.53;414.92;1456.0
76179;88422.8;1710.74;2367.84
76181;107697.86;3234.42;1542.34
76184;78844.02;2096.77;1432.82
76209;61840.5;920.96;919.93
76211;65256.67;428.34;1348.9
76223;104980.74;3144.46;2591.47
76225;87101.45;3329.35;1044.55
76226;62818.08;1743.81;811.77
76227;77828.15;1801.64;1724.92
76253;79824.93;1848.66;723.81
76267;68399.43;1760.66;576.41
76285;78199.17;1475.81;1103.35
76292;56640.45;407.68;826.06
76314;71677.05;2719.09;2365.59
76317;76981.68;2558.25;969.41
76318;83594.18;2772.99;1083.39
76325;102680.49;2607.61;2010.57
76329;69145.99;1607.57;800.71
76331;91531.41;1667.78;2508.24
76366;100749.78;2654.36;2388.33
76371;48933.76;696.78;1348.57
76385;77905.41;2400.48;2531.71
76403;49890.49;1703.74;368.07
76434;71991.38;1187.4;1103.35
76440;58278.89;920.96;821.35
76449;73828.32;943.13;2113.65
76473;73315.63;1992.52;681.7
76474;126035.82;2678.24;2422.64
76479;62563.03;428.89;484.64
76489;93230.87;2165.96;2173.42
76491;73870.44;1703.6;1915.54
76503;114607.35;2787.25;2716.14
76517;96603.62;1894.77;2377.06
76529;84753.23;2234.28;1025.57
76532;98204.41;1834.32;2348.89
76540;143816.29;2461.71;2501.29
76554;51282.14;546.56;331.9
76562;91157.45;2098.13;2022.02
76568;102009.44;2815.8;1971.23
76575;119281.7;2297.75;2706.82
76577;71944.7;1999.47;1541.25
76585;70781.65;2069.77;1036.78
76590;59839.89;1847.42;1896.05
76598;72701.13;276.54;1456.0
76634;50516.48;1669.88;2246.47
76635;66208.09;566.71;1469.2
76662;60152.91;2752.8;1027.37
76674;60088.33;805.16;1989.9
76688;79759.17;2060.56;873.25
76692;84864.4;2797.07;1025.57
76693;56090.03;2158.19;1885.69
76705;126166.99;2657.23;2813.57
76745;58539.61;386.29;2421.52
77006;81231.57;721.2;632.56
77009;89407.07;335.67;385.25
77034;72199.97;748.97;573.58
77043;79372.79;389.9;208.66
77048;100558.2;924.6;515.21
77052;69817.65;733.71;1356.31
77065;94077.83;963.38;704.84
77070;67957.2;539.33;592.02
77084;75136.01;394.26;329.8
77107;51764.02;453.46;750.28
77111;61893.04;554.38;451.09
77113;59152.74;539.33;973.15
77114;63648.54;676.81;704.54
77138;50524.56;424.37;974.62
77140;64049.06;655.27;349.87
77143;63472.0;115.92;386.69
77161;93038.98;518.58;241.17
77167;72745.31;756.59;444.73
77172;107190.54;754.93;393.05
77173;57853.79;44.77;380.6
77197;59311.17;539.33;951.45
77202;96905.4;716.58;231.85
77210;93501.19;720.4;231.74
77212;108627.52;888.9;439.44
77221;67544.12;481.59;521.46
77223;81632.71;891.62;742.88
77225;68608.05;244.03;411.87
77235;78384.06;211.86;305.8
77238;86775.98;211.86;452.01
77248;45811.4;187.9;277.32
77249;76020.67;867.8;1248.31
77251;73554.12;741.4;589.85
77266;77905.58;909.96;649.31
77280;66335.34;35.9;289.89
77281;61598.06;674.36;702.07
77295;66935.52;793.23;1011.93
77296;77470.5;811.13;572.69
77299;104712.84;518.58;252.11
77306;74818.68;934.05;1037.88
77307;60423.67;378.42;451.09
77325;116627.11;1074.0;722.49
77326;81318.26;1026.84;645.91
77328;63536.98;243.58;644.59
77337;80894.48;882.02;716.63
77340;90374.86;716.58;231.85
77342;74991.67;335.67;396.09
77353;103443.26;758.58;184.92
77357;56640.31;790.33;1079.05
77359;87936.7;934.32;643.64
77363;62389.73;690.84;614.13
77367;62574.76;35.9;290.06
77369;63178.08;44.77;334.78
77372;62326.5;517.28;514.6
77391;97023.78;1013.62;658.14
77401;90087.6;394.26;398.13
77403;104575.85;883.68;721.26
77408;51142.03;260.47;273.43
77409;105077.69;1050.32;519.55
77431;108453.45;604.02;353.96
77440;88646.74;406.23;324.43
77442;73650.65;731.29;523.48
77450;78325.3;947.31;774.81
77458;110924.58;632.26;899.5
77464;51732.9;344.23;415.06
77476;61331.2;35.9;308.15
77478;88337.74;394.26;324.43
77480;95603.34;909.96;680.17
77482;111787.86;754.93;393.05
77498;48011.29;148.22;293.95
77510;72182.47;617.74;1118.39
77524;93558.17;756.59;709.61
77529;68732.95;410.04;899.32
77530;66434.16;347.02;580.31
78013;41064.07;383.83;580.07
78020;51221.23;339.74;653.17
78030;46771.04;384.12;497.22
78090;59590.78;655.96;863.08
78113;49800.01;445.77;701.89
78133;47044.08;589.13;628.79
78147;83342.82;1501.84;1707.7
78163;51869.7;407.04;623.98
78192;51544.13;280.65;736.76
78227;54784.77;564.3;590.07
78238;67156.86;967.23;997.77
78251;58903.59;724.67;776.76
78255;39179.27;725.28;720.63
78267;50681.14;494.69;727.2
78283;59923.4;345.11;180.34
78307;46441.59;220.93;271.59
78325;47487.32;386.75;696.61
78354;67918.22;867.55;903.59
78367;62167.2;770.41;805.26
78383;47417.15;351.27;392.78
78402;48951.63;409.02;717.42
78413;57983.09;434.6;712.65
78451;51247.81;467.01;701.06
78470;59024.84;531.56;882.55
78472;60716.3;598.9;794.15
78481;69765.79;947.05;738.08
78524;80016.9;1222.83;845.5
78537;58714.03;481.6;529.01
78557;38623.24;220.93;250.53
78597;61087.33;796.75;911.15
78609;58654.81;561.52;598.17
78618;58007.15;384.73;640.96
78620;59352.09;578.2;495.91
78638;46854.51;536.06;561.94
79006;99104.68;1651.21;1002.89
79013;128275.98;629.9;1493.26
79018;52009.09;265.56;1410.68
79048;137353.6;730.3;1449.21
79054;95280.36;583.32;1492.01
79063;94705.16;503.5;1178.4
79072;78471.1;460.02;1061.37
79101;145366.68;892.23;1887.21
79116;138770.06;660.89;1122.25
79139;130963.31;931.02;1502.25
79157;92030.47;590.94;1694.91
79160;102530.5;1064.65;846.87
79164;120002.41;1385.65;875.77
79175;68383.53;1182.74;1002.89
79204;115624.52;524.66;499.91
79222;109770.89;77.26;627.97
79253;104677.9;480.92;15.63
79309;134284.26;382.65;1525.77
79312;78106.91;524.66;375.06
79328;99031.21;664.33;1317.79
79337;93561.47;675.14;1580.37
79351;142972.88;728.61;1757.56
80005;72128.92;574.56;2231.16
80008;84802.28;417.87;3993.86
